forecast_issuance,forecast_time,kcfs
10/19/2014 14:02,10/19/2014 0:00,-9999
10/19/2014 14:02,10/19/2014 1:00,-9999
10/19/2014 14:02,10/19/2014 2:00,-9999
10/19/2014 14:02,10/19/2014 3:00,-9999
10/19/2014 14:02,10/19/2014 4:00,-9999
10/19/2014 14:02,10/19/2014 5:00,-9999
10/19/2014 14:02,10/19/2014 6:00,-9999
10/19/2014 14:02,10/19/2014 7:00,-9999
10/19/2014 14:02,10/19/2014 8:00,-9999
10/19/2014 14:02,10/19/2014 9:00,-9999
10/19/2014 14:02,10/19/2014 10:00,-9999
10/19/2014 14:02,10/19/2014 11:00,-9999
10/19/2014 14:02,10/19/2014 12:00,-9999
10/19/2014 14:02,10/19/2014 13:00,-9999
10/19/2014 14:02,10/19/2014 14:00,-9999
10/19/2014 14:02,10/19/2014 15:00,0.033
10/19/2014 14:02,10/19/2014 16:00,0.033
10/19/2014 14:02,10/19/2014 17:00,0.033
10/19/2014 14:02,10/19/2014 18:00,0.033
10/19/2014 14:02,10/19/2014 19:00,0.033
10/19/2014 14:02,10/19/2014 20:00,0.033
10/19/2014 14:02,10/19/2014 21:00,0.032
10/19/2014 14:02,10/19/2014 22:00,0.032
10/19/2014 14:02,10/19/2014 23:00,0.032
10/19/2014 14:02,10/20/2014 0:00,0.032
10/19/2014 14:02,10/20/2014 1:00,0.032
10/19/2014 14:02,10/20/2014 2:00,0.032
10/19/2014 14:02,10/20/2014 3:00,0.032
10/19/2014 14:02,10/20/2014 4:00,0.031
10/19/2014 14:02,10/20/2014 5:00,0.031
10/19/2014 14:02,10/20/2014 6:00,0.031
10/19/2014 14:02,10/20/2014 7:00,0.031
10/19/2014 14:02,10/20/2014 8:00,0.031
10/19/2014 14:02,10/20/2014 9:00,0.031
10/19/2014 14:02,10/20/2014 10:00,0.031
10/19/2014 14:02,10/20/2014 11:00,0.031
10/19/2014 14:02,10/20/2014 12:00,0.031
10/19/2014 14:02,10/20/2014 13:00,0.031
10/19/2014 14:02,10/20/2014 14:00,0.031
10/19/2014 14:02,10/20/2014 15:00,0.031
10/19/2014 14:02,10/20/2014 16:00,0.031
10/19/2014 14:02,10/20/2014 17:00,0.032
10/19/2014 14:02,10/20/2014 18:00,0.033
10/19/2014 14:02,10/20/2014 19:00,0.033
10/19/2014 14:02,10/20/2014 20:00,0.034
10/19/2014 14:02,10/20/2014 21:00,0.035
10/19/2014 14:02,10/20/2014 22:00,0.036
10/19/2014 14:02,10/20/2014 23:00,0.037
10/19/2014 14:02,10/21/2014 0:00,0.038
10/19/2014 14:02,10/21/2014 1:00,0.038
10/19/2014 14:02,10/21/2014 2:00,0.039
10/19/2014 14:02,10/21/2014 3:00,0.04
10/19/2014 14:02,10/21/2014 4:00,0.04
10/19/2014 14:02,10/21/2014 5:00,0.041
10/19/2014 14:02,10/21/2014 6:00,0.041
10/19/2014 14:02,10/21/2014 7:00,0.041
10/19/2014 14:02,10/21/2014 8:00,0.041
10/19/2014 14:02,10/21/2014 9:00,0.041
10/19/2014 14:02,10/21/2014 10:00,0.041
10/19/2014 14:02,10/21/2014 11:00,0.041
10/19/2014 14:02,10/21/2014 12:00,0.04
10/19/2014 14:02,10/21/2014 13:00,0.04
10/19/2014 14:02,10/21/2014 14:00,0.039
10/19/2014 14:02,10/21/2014 15:00,0.038
10/19/2014 14:02,10/21/2014 16:00,0.038
10/19/2014 14:02,10/21/2014 17:00,0.037
10/19/2014 14:02,10/21/2014 18:00,0.036
10/19/2014 14:02,10/21/2014 19:00,0.036
10/19/2014 14:02,10/21/2014 20:00,0.035
10/19/2014 14:02,10/21/2014 21:00,0.035
10/19/2014 14:02,10/21/2014 22:00,0.034
10/19/2014 14:02,10/21/2014 23:00,0.034
10/19/2014 14:02,10/22/2014 0:00,0.033
10/19/2014 14:02,10/22/2014 1:00,0.033
10/19/2014 14:02,10/22/2014 2:00,0.032
10/19/2014 14:02,10/22/2014 3:00,0.032
10/19/2014 14:02,10/22/2014 4:00,0.031
10/19/2014 14:02,10/22/2014 5:00,0.031
10/19/2014 14:02,10/22/2014 6:00,0.031
10/19/2014 14:02,10/22/2014 7:00,0.031
10/19/2014 14:02,10/22/2014 8:00,0.03
10/19/2014 14:02,10/22/2014 9:00,0.03
10/19/2014 14:02,10/22/2014 10:00,0.03
10/19/2014 14:02,10/22/2014 11:00,0.03
10/19/2014 14:02,10/22/2014 12:00,0.029
10/19/2014 14:02,10/22/2014 13:00,0.029
10/19/2014 14:02,10/22/2014 14:00,0.029
10/19/2014 14:02,10/22/2014 15:00,0.029
10/19/2014 14:02,10/22/2014 16:00,0.029
10/19/2014 14:02,10/22/2014 17:00,0.028
10/19/2014 14:02,10/22/2014 18:00,0.028
10/19/2014 14:02,10/22/2014 19:00,0.028
10/19/2014 14:02,10/22/2014 20:00,0.028
10/19/2014 14:02,10/22/2014 21:00,0.028
10/19/2014 14:02,10/22/2014 22:00,0.028
10/19/2014 14:02,10/22/2014 23:00,0.028
10/19/2014 14:02,10/23/2014 0:00,0.028
10/19/2014 14:02,10/23/2014 1:00,0.027
10/19/2014 14:02,10/23/2014 2:00,0.027
10/19/2014 14:02,10/23/2014 3:00,0.027
10/19/2014 14:02,10/23/2014 4:00,0.027
10/19/2014 14:02,10/23/2014 5:00,0.027
10/19/2014 14:02,10/23/2014 6:00,0.027
10/19/2014 14:02,10/23/2014 7:00,0.027
10/19/2014 14:02,10/23/2014 8:00,0.027
10/19/2014 14:02,10/23/2014 9:00,0.027
10/19/2014 14:02,10/23/2014 10:00,0.026
10/19/2014 14:02,10/23/2014 11:00,0.026
10/19/2014 14:02,10/23/2014 12:00,0.026
10/19/2014 14:02,10/23/2014 13:00,0.026
10/19/2014 14:02,10/23/2014 14:00,0.026
10/19/2014 14:02,10/23/2014 15:00,0.026
10/19/2014 14:02,10/23/2014 16:00,0.026
10/19/2014 14:02,10/23/2014 17:00,0.026
10/19/2014 14:02,10/23/2014 18:00,0.026
10/19/2014 14:02,10/23/2014 19:00,0.026
10/19/2014 14:02,10/23/2014 20:00,0.026
10/19/2014 14:02,10/23/2014 21:00,0.026
10/19/2014 14:02,10/23/2014 22:00,0.026
10/19/2014 14:02,10/23/2014 23:00,0.025
10/19/2014 14:02,10/24/2014 0:00,0.025
10/19/2014 14:02,10/24/2014 1:00,0.025
10/19/2014 14:02,10/24/2014 2:00,0.025
10/19/2014 14:02,10/24/2014 3:00,0.025
10/19/2014 14:02,10/24/2014 4:00,0.025
10/19/2014 14:02,10/24/2014 5:00,0.025
10/19/2014 14:02,10/24/2014 6:00,0.025
10/19/2014 14:02,10/24/2014 7:00,0.025
10/19/2014 14:02,10/24/2014 8:00,0.025
